user_id,registration_date,observation_start_date,observation_end_date,last_live_bet_date,first_live_bet_date,tenure_days,live_bets_count,avg_bet_amount,total_turnover,total_payout,ggr,ggr_margin,deposit_count,total_deposit_amount,deposit_to_turnover_ratio,days_active_in_observation,bet_day_rate,days_since_last_bet,live_bets_count_outcome_window,churn
USER_14054,2025-02-25,2025-10-03,2025-12-31,2025-12-28,2025-10-05,309,44,7.49,329.56,216.6,112.96,0.3428,5.0,174.92,0.5308,16,0.1778,3,6,0
USER_14055,2023-02-23,2025-10-03,2025-12-31,2025-12-18,2025-10-03,1042,50,11.66,583.0,427.46,155.54,0.2668,5.0,550.51,0.9443,18,0.2,13,1,0
USER_14056,2023-07-23,2025-10-03,2025-12-31,2025-12-19,2025-10-03,892,70,,1199.8,315.87,883.93,0.7367,4.0,1094.51,0.9122,18,0.2,12,22,0
USER_14057,2025-01-19,2025-10-03,2025-12-31,2025-12-30,2025-10-14,346,77,,504.35,166.44,337.91,0.67,5.0,680.54,1.3493,21,0.2333,1,6,0
USER_14058,2022-02-25,2025-10-03,2025-12-31,2025-12-28,2025-10-03,1405,102,4.22,430.44,112.05,318.39,0.7397,7.0,281.57,0.6541,30,0.3333,3,8,0
USER_14059,2025-07-09,2025-10-03,2025-12-31,2025-12-29,2025-10-11,175,73,8.37,611.01,283.25,327.76,0.5364,1.0,647.01,1.0589,25,0.2778,2,11,0
USER_14060,2023-05-03,2025-10-03,2025-12-31,2025-12-23,2025-10-03,973,46,7.06,324.76,385.08,-60.32,-0.1857,3.0,191.84,0.5907,16,0.1778,8,2,0
USER_14061,2025-06-02,2025-10-03,2025-12-31,2025-12-31,2025-10-03,212,106,13.48,1428.88,672.32,756.56,0.5295,2.0,1516.38,1.0612,30,0.3333,0,14,0
USER_14062,2024-07-30,2025-10-03,2025-12-31,2025-12-30,2025-10-06,519,46,9.51,437.46,170.26,267.2,0.6108,3.0,425.39,0.9724,14,0.1556,1,2,0
USER_14063,2023-05-16,2025-10-03,2025-12-31,2025-12-20,2025-10-16,960,62,5.57,345.34,290.59,54.75,0.1585,6.0,319.22,0.9244,16,0.1778,11,3,0
USER_14064,2021-12-22,2025-10-03,2025-12-31,2025-12-14,2025-10-19,1470,10,11.63,116.3,49.36,66.94,0.5756,3.0,200.2,1.7214,3,0.0333,17,6,0
USER_14065,2025-08-29,2025-10-03,2025-12-31,2025-12-27,2025-10-07,124,60,18.34,1100.4,1114.68,-14.28,-0.013,2.0,1379.18,1.2533,21,0.2333,4,0,1
USER_14066,2023-05-04,2025-10-03,2025-12-31,2025-12-31,2025-10-07,972,52,5.74,298.48,139.58,158.9,0.5324,12.0,250.48,0.8392,22,0.2444,0,1,0
USER_14067,2025-06-25,2025-10-03,2025-12-31,2025-12-30,2025-10-08,189,15,12.33,184.95,244.44,-59.49,-0.3217,4.0,128.05,0.6923,7,0.0778,1,0,1
USER_14068,2024-11-15,2025-10-03,2025-12-31,2025-12-31,2025-10-06,411,31,12.27,380.37,38.04,342.33,0.9,3.0,325.42,0.8555,10,0.1111,0,0,1
USER_14069,2022-06-02,2025-10-03,2025-12-31,2025-12-22,2025-10-10,1308,61,6.77,412.97,474.34,-61.37,-0.1486,1.0,275.7,0.6676,18,0.2,9,0,1
USER_14070,2022-07-25,2025-10-03,2025-12-31,2025-12-24,2025-10-04,1255,32,11.25,360.0,192.28,167.72,0.4659,2.0,285.82,0.7939,14,0.1556,7,2,0
USER_14071,2024-12-28,2025-10-03,2025-12-31,2025-12-30,2025-10-03,368,125,16.26,2032.5,1886.68,145.82,0.0717,1.0,1535.09,0.7553,31,0.3444,1,7,0
USER_14072,2025-07-27,2025-10-03,2025-12-31,2025-12-29,2025-10-09,157,24,13.58,325.92,163.77,162.15,0.4975,6.0,193.15,0.5926,10,0.1111,2,5,0
USER_14073,2022-11-19,2025-10-03,2025-12-31,2025-11-05,2025-10-08,1138,8,34.44,275.52,211.81,63.71,0.2312,2.0,173.92,0.6312,3,0.0333,56,0,1
USER_14074,2023-10-20,2025-10-03,2025-12-31,2025-12-31,2025-10-04,803,146,2.28,332.88,153.4,179.48,0.5392,6.0,415.5,1.2482,33,0.3667,0,23,0
USER_14075,2024-01-24,2025-10-03,2025-12-31,2025-12-07,2025-10-17,707,15,5.51,82.65,43.16,39.49,0.4778,5.0,93.26,1.1284,4,0.0444,24,0,1
USER_14076,2025-06-05,2025-10-03,2025-12-31,2025-12-25,2025-10-03,209,27,9.35,252.45,60.94,191.51,0.7586,5.0,239.25,0.9477,11,0.1222,6,0,1
USER_14077,2025-10-03,2025-10-03,2025-12-31,2025-12-30,2025-10-15,89,21,13.13,275.73,307.95,-32.22,-0.1169,1.0,237.45,0.8612,8,0.0889,1,1,0
USER_14078,2021-07-21,2025-10-03,2025-12-31,2025-12-30,2025-10-26,1624,16,3.84,61.44,42.27,19.17,0.312,2.0,79.37,1.2918,7,0.0778,1,5,0
USER_14079,2023-06-28,2025-10-03,2025-12-31,2025-12-28,2025-10-03,917,154,4.82,742.28,283.84,458.44,0.6176,5.0,663.44,0.8938,40,0.4444,3,25,0
USER_14080,2024-03-20,2025-10-03,2025-12-31,2025-12-23,2025-10-07,651,21,18.0,378.0,387.12,-9.12,-0.0241,3.0,473.55,1.2528,10,0.1111,8,2,0
USER_14081,2022-09-14,2025-10-03,2025-12-31,2025-12-30,2025-10-03,1204,91,39.34,3579.94,2444.95,1134.99,0.317,1.0,2907.54,0.8122,28,0.3111,1,3,0
USER_14082,2024-12-16,2025-10-03,2025-12-31,2025-12-30,2025-10-05,380,141,3.28,462.48,273.63,188.85,0.4083,6.0,254.3,0.5499,38,0.4222,1,23,0
USER_14083,2025-03-26,2025-10-03,2025-12-31,2025-12-24,2025-10-12,280,16,24.29,388.64,99.17,289.47,0.7448,4.0,399.36,1.0276,7,0.0778,7,0,1
USER_14084,2025-03-03,2025-10-03,2025-12-31,2025-12-27,2025-10-07,303,86,12.26,1054.36,1330.84,-276.48,-0.2622,5.0,1339.19,1.2701,26,0.2889,4,8,0
USER_14085,2025-07-24,2025-10-03,2025-12-31,2025-12-31,2025-10-08,160,67,11.46,767.82,189.56,578.26,0.7531,9.0,737.21,0.9601,26,0.2889,0,6,0
USER_14086,2021-11-29,2025-10-03,2025-12-31,2025-12-31,2025-10-04,1493,61,7.5,457.5,398.05,59.45,0.1299,5.0,369.22,0.807,22,0.2444,0,8,0
USER_14087,2024-10-03,2025-10-03,2025-12-31,2025-12-31,2025-10-04,454,69,14.49,999.81,719.96,279.85,0.2799,3.0,973.45,0.9736,20,0.2222,0,7,0
USER_14088,2024-03-22,2025-10-03,2025-12-31,2025-12-31,2025-10-10,649,55,21.37,1175.35,1200.76,-25.41,-0.0216,1.0,759.22,0.646,18,0.2,0,1,0
USER_14089,2023-01-24,2025-10-03,2025-12-31,2025-12-19,2025-10-04,1072,63,7.33,461.79,357.91,103.88,0.225,4.0,600.48,1.3003,17,0.1889,12,5,0
USER_14090,2023-11-01,2025-10-03,2025-12-31,2025-12-27,2025-10-03,791,46,9.69,445.74,276.67,169.07,0.3793,2.0,482.01,1.0814,14,0.1556,4,2,0
USER_14091,2020-11-21,2025-10-03,2025-12-31,2025-12-28,2025-10-31,1866,23,17.75,408.25,422.59,-14.34,-0.0351,3.0,347.15,0.8503,8,0.0889,3,0,1
USER_14092,2025-03-22,2025-10-03,2025-12-31,2025-12-24,2025-10-09,284,67,19.58,1311.86,501.76,810.1,0.6175,4.0,1478.19,1.1268,20,0.2222,7,7,0
USER_14093,2024-12-06,2025-10-03,2025-12-31,2025-12-17,2025-10-07,390,16,17.81,284.96,167.31,117.65,0.4129,2.0,292.48,1.0264,7,0.0778,14,0,1
USER_14094,2024-10-03,2025-10-03,2025-12-31,2025-12-26,2025-10-09,454,33,,361.35,467.22,-105.87,-0.293,3.0,349.7,0.9678,10,0.1111,5,1,0
USER_14095,2024-09-24,2025-10-03,2025-12-31,2025-12-31,2025-10-07,463,52,8.26,429.52,234.25,195.27,0.4546,2.0,422.69,0.9841,17,0.1889,0,9,0
USER_14096,2025-06-02,2025-10-03,2025-12-31,2025-12-30,2025-10-03,212,148,3.47,513.56,195.1,318.46,0.6201,6.0,284.35,0.5537,33,0.3667,1,16,0
USER_14097,2025-09-19,2025-10-03,2025-12-31,2025-12-28,2025-10-20,103,41,45.0,1845.0,364.47,1480.53,0.8025,1.0,2350.02,1.2737,14,0.1556,3,3,0
USER_14098,2024-09-15,2025-10-03,2025-12-31,2025-12-30,2025-10-04,472,80,4.72,377.6,61.43,316.17,0.8373,4.0,373.36,0.9888,21,0.2333,1,10,0
USER_14099,2023-03-11,2025-10-03,2025-12-31,2025-12-30,2025-10-08,1026,69,12.45,859.05,277.02,582.03,0.6775,3.0,514.57,0.599,20,0.2222,1,1,0
USER_14100,2024-12-29,2025-10-03,2025-12-31,2025-12-30,2025-10-05,367,70,8.18,572.6,294.87,277.73,0.485,4.0,465.59,0.8131,20,0.2222,1,5,0
USER_14101,2023-03-07,2025-10-03,2025-12-31,2025-12-24,2025-10-03,1030,65,7.03,456.95,365.65,91.3,0.1998,4.0,377.04,0.8251,22,0.2444,7,4,0
USER_14102,2025-03-21,2025-10-03,2025-12-31,2025-12-12,2025-10-03,285,25,11.78,294.5,75.61,218.89,0.7433,1.0,249.91,0.8486,11,0.1222,19,1,0
USER_14103,2024-12-29,2025-10-03,2025-12-31,2025-12-27,2025-10-06,367,99,6.61,654.39,836.61,-182.22,-0.2785,3.0,363.08,0.5548,25,0.2778,4,23,0
USER_14104,2024-01-21,2025-10-03,2025-12-31,2025-12-26,2025-10-03,710,68,5.81,395.08,180.95,214.13,0.542,2.0,232.77,0.5892,23,0.2556,5,9,0
USER_14105,2024-11-06,2025-10-03,2025-12-31,2025-12-31,2025-10-05,420,106,24.3,2575.8,1405.37,1170.43,0.4544,3.0,1592.54,0.6183,26,0.2889,0,39,0
USER_14106,2025-08-02,2025-10-03,2025-12-31,2025-12-30,2025-10-10,151,38,13.32,506.16,289.32,216.84,0.4284,4.0,555.77,1.098,12,0.1333,1,3,0
USER_14107,2025-07-01,2025-10-03,2025-12-31,2025-12-25,2025-10-03,183,34,14.12,480.08,420.48,59.6,0.1241,3.0,560.26,1.167,16,0.1778,6,2,0
USER_14108,2022-08-17,2025-10-03,2025-12-31,2025-12-31,2025-10-05,1232,103,14.44,1487.32,858.43,628.89,0.4228,2.0,1534.01,1.0314,31,0.3444,0,11,0
USER_14109,2024-09-11,2025-10-03,2025-12-31,2025-12-31,2025-10-17,476,77,3.91,301.07,174.1,126.97,0.4217,3.0,343.55,1.1411,21,0.2333,0,10,0
USER_14110,2024-08-18,2025-10-03,2025-12-31,2025-12-26,2025-10-13,500,51,7.83,399.33,251.5,147.83,0.3702,3.0,355.29,0.8897,14,0.1556,5,4,0
USER_14111,2021-08-19,2025-10-03,2025-12-31,2025-12-16,2025-10-07,1595,13,11.41,148.33,63.86,84.47,0.5695,0.0,0.0,0.0,7,0.0778,15,0,1
USER_14112,2021-11-26,2025-10-03,2025-12-31,2025-12-30,2025-10-03,1496,101,13.72,1385.72,624.16,761.56,0.5496,5.0,1574.83,1.1365,25,0.2778,1,13,0
USER_14113,2025-07-09,2025-10-03,2025-12-31,2025-12-31,2025-10-04,175,120,6.68,801.6,583.64,217.96,0.2719,5.0,791.68,0.9876,30,0.3333,0,17,0
USER_14114,2025-07-29,2025-10-03,2025-12-31,2025-12-29,2025-10-06,155,81,8.5,688.5,524.34,164.16,0.2384,2.0,814.1,1.1824,28,0.3111,2,14,0
USER_14115,2025-04-24,2025-10-03,2025-12-31,2025-12-26,2025-10-06,251,8,14.32,114.56,58.75,55.81,0.4872,1.0,97.37,0.8499,5,0.0556,5,0,1
USER_14116,2024-10-12,2025-10-03,2025-12-31,2025-12-28,2025-10-03,445,111,10.89,1208.79,894.15,314.64,0.2603,3.0,1568.17,1.2973,28,0.3111,3,12,0
USER_14117,2025-04-08,2025-10-03,2025-12-31,2025-12-27,2025-10-05,267,87,6.37,554.19,297.51,256.68,0.4632,7.0,625.11,1.128,24,0.2667,4,2,0
USER_14118,2022-12-03,2025-10-03,2025-12-31,2025-12-25,2025-10-16,1124,29,5.67,164.43,147.35,17.08,0.1039,1.0,195.82,1.1909,9,0.1,6,0,1
USER_14119,2024-11-27,2025-10-03,2025-12-31,2025-12-25,2025-10-12,399,43,8.99,386.57,165.8,220.77,0.5711,1.0,437.82,1.1326,15,0.1667,6,1,0
USER_14120,2023-11-22,2025-10-03,2025-12-31,2025-12-26,2025-10-05,770,26,3.31,86.06,65.66,20.4,0.237,4.0,116.69,1.3559,12,0.1333,5,0,1
USER_14121,2023-07-09,2025-10-03,2025-12-31,2025-12-22,2025-10-04,906,86,9.52,818.72,489.41,329.31,0.4022,5.0,730.52,0.8923,25,0.2778,9,5,0
USER_14122,2024-01-20,2025-10-03,2025-12-31,2025-12-30,2025-10-05,711,114,4.5,513.0,212.05,300.95,0.5866,,,,28,0.3111,1,30,0
USER_14123,2023-01-14,2025-10-03,2025-12-31,2025-12-29,2025-10-06,1082,128,13.21,1690.88,396.63,1294.25,0.7654,2.0,1362.93,0.806,30,0.3333,2,12,0
USER_14124,2025-03-08,2025-10-03,2025-12-31,2025-12-30,2025-10-04,298,57,11.18,637.26,411.35,225.91,0.3545,3.0,753.92,1.1831,17,0.1889,1,2,0
USER_14125,2025-03-10,2025-10-03,2025-12-31,2025-12-27,2025-10-15,296,56,7.82,437.92,395.41,42.51,0.0971,2.0,387.37,0.8846,19,0.2111,4,7,0
USER_14126,2023-04-21,2025-10-03,2025-12-31,2025-12-31,2025-10-03,985,92,3.31,304.52,302.8,1.72,0.0056,,,,25,0.2778,0,7,0
USER_14127,2023-09-05,2025-10-03,2025-12-31,2025-12-30,2025-10-03,848,105,14.9,1564.5,985.73,578.77,0.3699,7.0,1810.84,1.1575,27,0.3,1,21,0
USER_14128,2025-06-16,2025-10-03,2025-12-31,2025-12-24,2025-10-07,198,31,17.54,543.74,356.11,187.63,0.3451,2.0,388.9,0.7152,11,0.1222,7,6,0
USER_14129,2023-12-29,2025-10-03,2025-12-31,2025-12-30,2025-10-04,733,59,8.27,487.93,211.47,276.46,0.5666,3.0,397.11,0.8139,18,0.2,1,1,0
USER_14130,2025-08-01,2025-10-03,2025-12-31,2025-12-30,2025-10-15,152,68,2.9,197.2,119.39,77.81,0.3946,4.0,181.68,0.9213,19,0.2111,1,10,0
USER_14131,2021-09-04,2025-10-03,2025-12-31,2025-12-30,2025-10-08,1579,16,9.96,159.36,159.78,-0.42,-0.0026,1.0,186.29,1.169,9,0.1,1,2,0
USER_14132,2024-11-21,2025-10-03,2025-12-31,2025-12-30,2025-10-04,405,236,18.68,4408.48,1387.19,3021.29,0.6853,8.0,5247.53,1.1903,50,0.5556,1,41,0
USER_14133,2024-05-14,2025-10-03,2025-12-31,2025-12-30,2025-10-05,596,37,10.42,385.54,152.25,233.29,0.6051,3.0,483.61,1.2544,16,0.1778,1,2,0
USER_14134,2024-11-02,2025-10-03,2025-12-31,2025-12-14,2025-10-05,424,24,4.02,96.48,81.78,14.7,0.1524,1.0,182.2,1.8885,9,0.1,17,3,0
USER_14135,2024-02-02,2025-10-03,2025-12-31,2025-12-29,2025-10-03,698,109,5.5,599.5,371.39,228.11,0.3805,3.0,453.26,0.7561,24,0.2667,2,8,0
USER_14136,2025-08-26,2025-10-03,2025-12-31,2025-12-31,2025-10-08,127,87,6.7,582.9,299.83,283.07,0.4856,1.0,572.63,0.9824,26,0.2889,0,15,0
USER_14137,2023-07-27,2025-10-03,2025-12-31,2025-12-21,2025-10-16,888,21,5.71,119.91,64.8,55.11,0.4596,1.0,173.96,1.4508,9,0.1,10,2,0
USER_14138,2022-09-08,2025-10-03,2025-12-31,2025-12-30,2025-10-04,1210,270,4.6,1242.0,1085.35,156.65,0.1261,4.0,1606.43,1.2934,50,0.5556,1,20,0
USER_14139,2025-10-30,2025-10-03,2025-12-31,2025-12-05,2025-11-06,62,7,8.5,59.5,34.11,25.39,0.4267,2.0,81.31,1.3666,3,0.0333,26,0,1
USER_14140,2021-09-19,2025-10-03,2025-12-31,2025-12-22,2025-10-10,1564,53,,260.23,66.61,193.62,0.744,,,,15,0.1667,9,1,0
USER_14141,2023-12-13,2025-10-03,2025-12-31,2025-12-26,2025-10-03,749,64,10.92,698.88,665.04,33.84,0.0484,5.0,532.3,0.7616,20,0.2222,5,6,0
USER_14142,2025-09-07,2025-10-03,2025-12-31,2025-12-13,2025-10-26,115,13,3.53,45.89,41.48,4.41,0.0961,4.0,40.06,0.873,4,0.0444,18,0,1
USER_14143,2024-01-11,2025-10-03,2025-12-31,2025-12-31,2025-10-05,720,109,17.01,1854.09,1901.63,-47.54,-0.0256,3.0,1618.96,0.8732,27,0.3,0,22,0
USER_14144,2024-05-13,2025-10-03,2025-12-31,2025-12-28,2025-10-06,597,33,4.13,136.29,45.47,90.82,0.6664,3.0,204.24,1.4986,12,0.1333,3,2,0
USER_14145,2022-11-04,2025-10-03,2025-12-31,2025-12-30,2025-10-04,1153,102,15.07,1537.14,2081.94,-544.8,-0.3544,5.0,1929.85,1.2555,25,0.2778,1,12,0
USER_14146,2025-04-01,2025-10-03,2025-12-31,2025-12-26,2025-11-07,274,5,8.06,40.3,19.16,21.14,0.5246,1.0,85.19,2.1139,4,0.0444,5,1,0
USER_14147,2025-09-03,2025-10-03,2025-12-31,2025-12-29,2025-10-04,119,70,12.58,880.6,997.26,-116.66,-0.1325,2.0,578.43,0.6569,20,0.2222,2,15,0
USER_14148,2023-05-01,2025-10-03,2025-12-31,2025-12-30,2025-10-06,975,22,6.74,148.28,91.84,56.44,0.3806,2.0,190.11,1.2821,12,0.1333,1,0,1
USER_14149,2024-09-28,2025-10-03,2025-12-31,2025-12-31,2025-10-09,459,47,6.8,319.6,119.04,200.56,0.6275,6.0,299.35,0.9366,15,0.1667,0,9,0
USER_14150,2025-03-16,2025-10-03,2025-12-31,2025-12-31,2025-10-05,290,83,4.68,388.44,259.07,129.37,0.3331,2.0,272.51,0.7015,20,0.2222,0,10,0
USER_14151,2022-11-04,2025-10-03,2025-12-31,2025-12-31,2025-10-10,1153,31,14.32,443.92,331.12,112.8,0.2541,3.0,440.99,0.9934,11,0.1222,0,3,0
USER_14152,2025-01-10,2025-10-03,2025-12-31,2025-12-31,2025-10-07,355,75,7.92,594.0,59.4,534.6,0.9,2.0,754.75,1.2706,25,0.2778,0,2,0
USER_14153,2022-07-18,2025-10-03,2025-12-31,2025-12-31,2025-10-04,1262,179,8.29,1483.91,830.15,653.76,0.4406,3.0,1046.38,0.7052,39,0.4333,0,33,0
USER_14154,2023-10-04,2025-10-03,2025-12-31,2025-12-31,2025-10-07,819,41,5.47,224.27,257.09,-32.82,-0.1463,2.0,280.59,1.2511,17,0.1889,0,2,0
USER_14155,2025-04-18,2025-10-03,2025-12-31,2025-12-26,2025-10-03,257,31,1.79,55.49,38.59,16.9,0.3046,3.0,71.0,1.2795,15,0.1667,5,1,0
USER_14156,2024-01-29,2025-10-03,2025-12-31,2025-12-30,2025-10-11,702,73,20.6,1503.8,553.75,950.05,0.6318,7.0,929.37,0.618,20,0.2222,1,13,0
USER_14157,2023-09-21,2025-10-03,2025-12-31,2025-12-26,2025-10-07,832,64,14.19,908.16,833.41,74.75,0.0823,2.0,1052.46,1.1589,21,0.2333,5,7,0
USER_14158,2024-10-01,2025-10-03,2025-12-31,2025-12-31,2025-10-03,456,47,3.05,143.35,87.92,55.43,0.3867,6.0,134.9,0.9411,16,0.1778,0,0,1
USER_14159,2024-08-23,2025-10-03,2025-12-31,2025-12-29,2025-10-03,495,37,12.46,461.02,128.04,332.98,0.7223,1.0,388.59,0.8429,15,0.1667,2,1,0
USER_14160,2025-07-12,2025-10-03,2025-12-31,2025-12-19,2025-10-05,172,33,7.17,236.61,70.4,166.21,0.7025,2.0,166.56,0.7039,14,0.1556,12,0,1
USER_14161,2024-07-11,2025-10-03,2025-12-31,2025-12-29,2025-10-03,538,187,12.52,2341.24,1303.88,1037.36,0.4431,2.0,1923.23,0.8215,43,0.4778,2,13,0
USER_14162,2025-03-21,2025-10-03,2025-12-31,2025-12-23,2025-10-18,285,25,4.88,122.0,59.03,62.97,0.5161,1.0,166.81,1.3673,8,0.0889,8,4,0
USER_14163,2025-09-29,2025-10-03,2025-12-31,2025-12-26,2025-10-04,93,42,20.69,868.98,837.0,31.98,0.0368,1.0,809.72,0.9318,15,0.1667,5,0,1
USER_14164,2023-11-16,2025-10-03,2025-12-31,2025-12-30,2025-10-06,776,44,11.04,485.76,438.7,47.06,0.0969,1.0,279.81,0.576,19,0.2111,1,4,0
USER_14165,2023-05-03,2025-10-03,2025-12-31,2025-12-29,2025-10-15,973,46,6.8,312.8,75.54,237.26,0.7585,1.0,219.0,0.7001,16,0.1778,2,0,1
USER_14166,2023-12-04,2025-10-03,2025-12-31,2025-12-31,2025-10-04,758,95,11.11,1055.45,908.2,147.25,0.1395,2.0,1041.91,0.9872,23,0.2556,0,12,0
USER_14167,2024-12-16,2025-10-03,2025-12-31,2025-12-29,2025-10-04,380,70,9.16,641.2,417.76,223.44,0.3485,2.0,770.28,1.2013,26,0.2889,2,3,0
USER_14168,2025-08-31,2025-10-03,2025-12-31,2025-12-31,2025-10-11,122,75,2.83,212.25,210.84,1.41,0.0066,2.0,170.4,0.8028,20,0.2222,0,19,0
USER_14169,2025-03-31,2025-10-03,2025-12-31,2025-12-30,2025-10-12,275,18,8.49,152.82,158.73,-5.91,-0.0387,3.0,219.26,1.4348,8,0.0889,1,0,1
USER_14170,2025-10-02,2025-10-03,2025-12-31,2025-12-31,2025-10-05,90,123,11.01,1354.23,1412.09,-57.86,-0.0427,6.0,1386.35,1.0237,30,0.3333,0,12,0
USER_14171,2025-05-13,2025-10-03,2025-12-31,2025-12-28,2025-10-10,232,46,9.84,452.64,167.44,285.2,0.6301,5.0,563.36,1.2446,17,0.1889,3,0,1
USER_14172,2024-07-09,2025-10-03,2025-12-31,2025-12-29,2025-10-03,540,200,6.32,1264.0,1070.22,193.78,0.1533,2.0,1153.09,0.9123,40,0.4444,2,15,0
USER_14173,2025-06-05,2025-10-03,2025-12-31,2025-12-24,2025-10-05,209,60,7.62,457.2,239.31,217.89,0.4766,3.0,331.28,0.7246,18,0.2,7,4,0
USER_14174,2025-06-25,2025-10-03,2025-12-31,2025-12-26,2025-10-05,189,61,6.28,383.08,218.51,164.57,0.4296,3.0,362.74,0.9469,20,0.2222,5,9,0
USER_14175,2023-06-02,2025-10-03,2025-12-31,2025-12-31,2025-10-03,943,35,5.48,191.8,88.16,103.64,0.5404,3.0,198.95,1.0373,15,0.1667,0,0,1
USER_14176,2025-05-01,2025-10-03,2025-12-31,2025-12-22,2025-10-12,244,22,32.9,723.8,164.33,559.47,0.773,2.0,448.69,0.6199,10,0.1111,9,0,1
USER_14177,2023-10-16,2025-10-03,2025-12-31,2025-11-26,2025-10-05,807,25,12.37,309.25,239.8,69.45,0.2246,2.0,350.4,1.1331,10,0.1111,35,1,0
USER_14178,2020-11-23,2025-10-03,2025-12-31,2025-12-30,2025-10-06,1864,46,17.51,805.46,494.19,311.27,0.3864,3.0,610.84,0.7584,15,0.1667,1,0,1
USER_14179,2024-11-25,2025-10-03,2025-12-31,2025-12-30,2025-10-03,401,71,13.42,952.82,420.19,532.63,0.559,1.0,833.67,0.875,20,0.2222,1,14,0
USER_14180,2024-08-27,2025-10-03,2025-12-31,2025-12-31,2025-10-03,491,233,12.43,2896.19,2526.68,369.51,0.1276,,,,47,0.5222,0,21,0
USER_14181,2023-11-18,2025-10-03,2025-12-31,2025-12-23,2025-10-09,774,49,6.87,336.63,99.05,237.58,0.7058,4.0,418.5,1.2432,14,0.1556,8,6,0
USER_14182,2024-09-03,2025-10-03,2025-12-31,2025-12-31,2025-10-04,484,90,14.28,1285.2,1161.46,123.74,0.0963,,,,23,0.2556,0,19,0
USER_14183,2025-09-05,2025-10-03,2025-12-31,2025-12-16,2025-10-06,117,39,9.8,382.2,235.02,147.18,0.3851,2.0,244.91,0.6408,13,0.1444,15,4,0
USER_14184,2021-08-14,2025-10-03,2025-12-31,2025-12-26,2025-10-05,1600,16,22.14,354.24,179.85,174.39,0.4923,4.0,337.38,0.9524,9,0.1,5,1,0
USER_14185,2025-04-18,2025-10-03,2025-12-31,2025-12-16,2025-10-09,257,46,2.94,135.24,63.59,71.65,0.5298,0.0,0.0,0.0,13,0.1444,15,2,0
USER_14186,2025-05-30,2025-10-03,2025-12-31,2025-12-31,2025-10-04,215,171,9.93,1698.03,618.41,1079.62,0.6358,7.0,976.54,0.5751,36,0.4,0,21,0
USER_14187,2024-12-27,2025-10-03,2025-12-31,2025-12-24,2025-10-03,369,34,15.62,531.08,447.14,83.94,0.1581,0.0,0.0,0.0,16,0.1778,7,2,0
USER_14188,2025-02-16,2025-10-03,2025-12-31,2025-12-31,2025-10-06,318,202,9.89,1997.78,1440.41,557.37,0.279,9.0,1566.21,0.784,38,0.4222,0,31,0
USER_14189,2022-11-13,2025-10-03,2025-12-31,2025-12-31,2025-10-07,1144,102,7.04,718.08,171.93,546.15,0.7606,3.0,915.48,1.2749,27,0.3,0,8,0
USER_14190,2023-05-20,2025-10-03,2025-12-31,2025-12-01,2025-10-29,956,8,12.95,103.6,69.95,33.65,0.3248,1.0,71.59,0.691,3,0.0333,30,0,1
USER_14191,2023-11-01,2025-10-03,2025-12-31,2025-12-29,2025-10-03,791,34,5.05,171.7,98.79,72.91,0.4246,3.0,241.84,1.4085,14,0.1556,2,8,0
USER_14192,2022-11-16,2025-10-03,2025-12-31,2025-12-22,2025-10-04,1141,25,5.87,146.75,189.03,-42.28,-0.2881,3.0,123.72,0.8431,11,0.1222,9,2,0
USER_14193,2025-09-04,2025-10-03,2025-12-31,2025-12-18,2025-10-03,118,67,6.04,404.68,222.64,182.04,0.4498,1.0,447.04,1.1047,20,0.2222,13,13,0
USER_14194,2025-08-27,2025-10-03,2025-12-31,2025-12-21,2025-10-07,126,35,11.79,412.65,140.46,272.19,0.6596,4.0,397.04,0.9622,13,0.1444,10,6,0
USER_14195,2023-01-05,2025-10-03,2025-12-31,2025-12-30,2025-10-03,1091,149,11.25,1676.25,842.5,833.75,0.4974,8.0,1122.23,0.6695,31,0.3444,1,27,0
USER_14196,2024-12-11,2025-10-03,2025-12-31,2025-12-26,2025-10-11,385,33,8.19,270.27,31.91,238.36,0.8819,0.0,0.0,0.0,11,0.1222,5,4,0
USER_14197,2025-03-24,2025-10-03,2025-12-31,2025-12-31,2025-10-04,282,163,5.01,816.63,924.7,-108.07,-0.1323,1.0,921.25,1.1281,40,0.4444,0,5,0
USER_14198,2025-01-16,2025-10-03,2025-12-31,2025-12-29,2025-10-04,349,67,20.47,1371.49,718.64,652.85,0.476,2.0,1315.87,0.9594,19,0.2111,2,6,0
USER_14199,2024-03-05,2025-10-03,2025-12-31,2025-12-14,2025-10-15,666,46,13.27,610.42,531.05,79.37,0.13,4.0,783.55,1.2836,16,0.1778,17,4,0
USER_14200,2024-08-31,2025-10-03,2025-12-31,2025-12-29,2025-10-07,487,81,37.57,3043.17,778.41,2264.76,0.7442,1.0,3681.36,1.2097,26,0.2889,2,11,0
USER_14201,2024-11-22,2025-10-03,2025-12-31,2025-12-31,2025-10-04,404,172,6.96,1197.12,1617.42,-420.3,-0.3511,3.0,1450.64,1.2118,39,0.4333,0,23,0
USER_14202,2025-10-03,2025-10-03,2025-12-31,2025-12-27,2025-10-05,89,59,3.19,188.21,91.66,96.55,0.513,4.0,176.7,0.9388,19,0.2111,4,12,0
